language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
deu,German,0.94,0.8962050000000001,0.017592689571614174,-4.379499999999981,1,100,2000
dan,Danish,0.93,0.9123150000000001,0.018156420429187043,-1.768499999999995,1,100,2000
nob,Norwegian Bokmal,0.92,0.917125,0.01634068186894203,-0.2875000000000072,1,100,2000
