language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.32,0.20231,0.03642976068727142,-11.769000000000002,1,100,2000
eng,English,0.32,0.25432499999999997,0.038800736121390546,-6.567500000000004,1,100,2000
eng_metric,English metric,0.24,0.23686500000000002,0.03771515599193179,-0.3134999999999971,1,100,2000
rus,Russian,0.54,0.40646000000000004,0.041125588835036926,-13.354,1,100,2000
deu,German,0.38,0.39123,0.03918998631683554,1.1230000000000018,1,100,2000
dan,Danish,0.35,0.30445,0.040717643144362076,-4.554999999999998,1,100,2000
nob,Norwegian Bokmal,0.34,0.32730499999999996,0.04105398506655502,-1.2695000000000067,1,100,2000
isl,Icelandic,0.33,0.223385,0.03715618476153084,-10.661500000000002,1,100,2000
