split,language,subset_size,repeat,n_items_full,n_models,pearson_r,p_value
original,isl,75,86,100,30,0.999131681392532,3.373832149619612e-40
original,isl,75,87,100,30,0.999013293907591,2.0180561915946745e-39
original,isl,75,88,100,30,0.9986903821892401,1.0604171044725846e-37
original,isl,75,89,100,30,0.9989386535589194,5.598962055189689e-39
original,isl,75,90,100,30,0.9991794387430514,1.5286073615080755e-40
original,isl,75,91,100,30,0.9984635075671954,9.914721908551784e-37
original,isl,75,92,100,30,0.9984059870325881,1.658016405958009e-36
original,isl,75,93,100,30,0.9994236819067552,1.088070682699139e-42
original,isl,75,94,100,30,0.9988622389407097,1.481223735708449e-38
original,isl,75,95,100,30,0.999078833391946,7.712785990306508e-40
original,isl,75,96,100,30,0.9981543756475665,1.2883855932279888e-35
original,isl,75,97,100,30,0.9982485837591067,6.190690875935433e-36
original,isl,75,98,100,30,0.9990912624043647,6.3774691972674415e-40
original,isl,75,99,100,30,0.9992307032621177,6.197141680003411e-41
original,isl,75,100,100,30,0.9991709077953296,1.7666844994032705e-40
original,isl,75,101,100,30,0.9990550520469061,1.1018549488586873e-39
original,isl,75,102,100,30,0.9988903032516147,1.0443356673104355e-38
original,isl,75,103,100,30,0.9992764711386434,2.6265133581448277e-41
original,isl,75,104,100,30,0.9990165113098339,1.927895897194051e-39
original,isl,75,105,100,30,0.9988900055966572,1.0482623416692634e-38
original,isl,75,106,100,30,0.9992430836952606,4.93832456234107e-41
original,isl,75,107,100,30,0.9989705816667154,3.651555552274349e-39
original,isl,75,108,100,30,0.999214881457027,8.240025167052535e-41
original,isl,75,109,100,30,0.9986716341345508,1.2937524347428201e-37
original,isl,75,110,100,30,0.9989373456754033,5.696287764613058e-39
original,isl,75,111,100,30,0.9993989429184222,1.959478073523222e-42
original,isl,75,112,100,30,0.9985468900101819,4.5420640129357345e-37
original,isl,75,113,100,30,0.9990037746798198,2.3082608480165937e-39
original,isl,75,114,100,30,0.9985805190098855,3.2732351187180496e-37
original,isl,75,115,100,30,0.9979686347884397,4.926991884272981e-35
original,isl,75,116,100,30,0.9982087886625625,8.476929733977677e-36
original,isl,75,117,100,30,0.998883048252853,1.1440430388168298e-38
original,isl,75,118,100,30,0.9995513562892012,3.2684676313630234e-44
original,isl,75,119,100,30,0.9988400924071519,1.9398799013985137e-38
original,isl,75,120,100,30,0.9982320424249047,7.060737009110091e-36
original,isl,75,121,100,30,0.9989363248024493,5.773344737675608e-39
original,isl,75,122,100,30,0.9987083392472328,8.74135051982484e-38
original,isl,75,123,100,30,0.999472469635809,3.1548491230864515e-43
original,isl,75,124,100,30,0.9990241989622117,1.727390479179463e-39
original,isl,75,125,100,30,0.9991442110442204,2.752849527445444e-40
original,isl,75,126,100,30,0.9984358500260146,1.2725625631891266e-36
original,isl,75,127,100,30,0.9987469406174833,5.717483796591246e-38
original,isl,75,128,100,30,0.999211263354618,8.787674915498571e-41
original,isl,75,129,100,30,0.998433349236653,1.301325048627562e-36
original,isl,75,130,100,30,0.9993773138995963,3.213895495575054e-42
original,isl,75,131,100,30,0.9986979389286033,9.779386075230993e-38
original,isl,75,132,100,30,0.9989171462988289,7.413571393559074e-39
original,isl,75,133,100,30,0.9993922678315259,2.2870407893983135e-42
original,isl,75,134,100,30,0.9986490228822666,1.6383835356019893e-37
original,isl,75,135,100,30,0.9992034743890338,1.0083274938857774e-40
original,isl,75,136,100,30,0.9993655148340317,4.179582235074046e-42
original,isl,75,137,100,30,0.9986404506636997,1.7899903191939469e-37
original,isl,75,138,100,30,0.9992099324982967,8.997481911447916e-41
original,isl,75,139,100,30,0.9989880795587781,2.872675834708068e-39
original,isl,75,140,100,30,0.9989709266827697,3.6344666526622974e-39
original,isl,75,141,100,30,0.9986580102859205,1.492299465246684e-37
original,isl,75,142,100,30,0.9993378589772604,7.593924967633657e-42
original,isl,75,143,100,30,0.9986024136254487,2.633431369509112e-37
original,isl,75,144,100,30,0.9987389935436773,6.246305147922277e-38
original,isl,75,145,100,30,0.9990934942907918,6.161733673956373e-40
original,isl,75,146,100,30,0.9989000558059564,9.229848092381601e-39
original,isl,75,147,100,30,0.998237603306226,6.75632171384473e-36
original,isl,75,148,100,30,0.9982381811644051,6.725397451103006e-36
original,isl,75,149,100,30,0.9993580455650266,4.9234713904591486e-42
original,isl,75,150,100,30,0.9990704439730683,8.756137056095433e-40
original,isl,75,151,100,30,0.9991131433023637,4.534353816019184e-40
original,isl,75,152,100,30,0.9984123368301315,1.56796674577425e-36
original,isl,75,153,100,30,0.998772436655102,4.288286401791396e-38
original,isl,75,154,100,30,0.9992726842781419,2.825590715686636e-41
original,isl,75,155,100,30,0.9988798312338276,1.191024084616865e-38
original,isl,75,156,100,30,0.9992360784715244,5.617894898233168e-41
original,isl,75,157,100,30,0.9989945586618791,2.6257226622996322e-39
original,isl,75,158,100,30,0.9991024181991257,5.365069725430994e-40
original,isl,75,159,100,30,0.9991930974481085,1.2085735440474077e-40
original,isl,75,160,100,30,0.9988623396067499,1.4793909287228168e-38
original,isl,75,161,100,30,0.9991292583109801,3.508005844784591e-40
original,isl,75,162,100,30,0.9983675752967651,2.3134805979558847e-36
original,isl,75,163,100,30,0.9984821823169983,8.35561321226437e-37
original,isl,75,164,100,30,0.9986784880899737,1.203417964146805e-37
original,isl,75,165,100,30,0.9989034993919919,8.83362141847291e-39
original,isl,75,166,100,30,0.9990535877043345,1.1259921471487331e-39
original,isl,75,167,100,30,0.9980840788036419,2.1734072766834177e-35
original,isl,75,168,100,30,0.9982318470667079,7.071659368004093e-36
original,isl,75,169,100,30,0.9982844276972485,4.6356301490191314e-36
original,isl,75,170,100,30,0.99928992108148,2.0198805807607303e-41
original,isl,75,171,100,30,0.9991667931847762,1.893424092046697e-40
original,isl,75,172,100,30,0.9987144944141633,8.176205968759139e-38
original,isl,75,173,100,30,0.9993219283216163,1.0591948369818134e-41
original,isl,75,174,100,30,0.9993663384785565,4.104281360728071e-42
original,isl,75,175,100,30,0.998995297333336,2.5988562058281425e-39
original,isl,75,176,100,30,0.9988027398218339,3.0226539393583786e-38
original,isl,75,177,100,30,0.9980981964276753,1.9597946938469044e-35
original,isl,75,178,100,30,0.9984284565591863,1.3593510575878327e-36
original,isl,75,179,100,30,0.9992012189643028,1.049029449213743e-40
original,isl,75,180,100,30,0.9987154600091408,8.090691242046036e-38
original,isl,75,181,100,30,0.9988145434310646,2.6313528023001976e-38
original,isl,75,182,100,30,0.9994157085378462,1.3187974546654266e-42
original,isl,75,183,100,30,0.9992929343942629,1.9031671694181754e-41
original,isl,75,184,100,30,0.9991598351900839,2.1271248977000265e-40
original,isl,75,185,100,30,0.9988419465123571,1.89693703549071e-38
original,isl,75,186,100,30,0.999018099683833,1.8847779123866907e-39
original,isl,75,187,100,30,0.9990040876763736,2.2981329100071504e-39
original,isl,75,188,100,30,0.9994208906697264,1.1641958910346902e-42
original,isl,75,189,100,30,0.9990065370064592,2.2202906390703307e-39
original,isl,75,190,100,30,0.9986422119663826,1.757815908986455e-37
original,isl,75,191,100,30,0.9979425951522526,5.887862407899648e-35
original,isl,75,192,100,30,0.998813584534208,2.6612929218878714e-38
original,isl,75,193,100,30,0.9983602870151496,2.462249916428374e-36
original,isl,75,194,100,30,0.9987661162733522,4.607779258398017e-38
original,isl,75,195,100,30,0.998809211099294,2.801901409905714e-38
original,isl,75,196,100,30,0.9990322125118681,1.5391247729417852e-39
original,isl,75,197,100,30,0.9987629065813575,4.778359753816401e-38
original,isl,75,198,100,30,0.9983654152902915,2.3566766581952456e-36
original,isl,75,199,100,30,0.9985495184153539,4.428456802320533e-37
original,isl,100,0,100,30,0.9999999999999999,0.0
original,isl,100,1,100,30,0.9999999999999999,0.0
original,isl,100,2,100,30,0.9999999999999999,0.0
original,isl,100,3,100,30,0.9999999999999999,0.0
original,isl,100,4,100,30,0.9999999999999999,0.0
original,isl,100,5,100,30,0.9999999999999999,0.0
original,isl,100,6,100,30,0.9999999999999999,0.0
original,isl,100,7,100,30,0.9999999999999999,0.0
original,isl,100,8,100,30,0.9999999999999999,0.0
original,isl,100,9,100,30,0.9999999999999999,0.0
original,isl,100,10,100,30,0.9999999999999999,0.0
original,isl,100,11,100,30,0.9999999999999999,0.0
original,isl,100,12,100,30,0.9999999999999999,0.0
original,isl,100,13,100,30,0.9999999999999999,0.0
original,isl,100,14,100,30,0.9999999999999999,0.0
original,isl,100,15,100,30,0.9999999999999999,0.0
original,isl,100,16,100,30,0.9999999999999999,0.0
original,isl,100,17,100,30,0.9999999999999999,0.0
original,isl,100,18,100,30,0.9999999999999999,0.0
original,isl,100,19,100,30,0.9999999999999999,0.0
original,isl,100,20,100,30,0.9999999999999999,0.0
original,isl,100,21,100,30,0.9999999999999999,0.0
original,isl,100,22,100,30,0.9999999999999999,0.0
original,isl,100,23,100,30,0.9999999999999999,0.0
original,isl,100,24,100,30,0.9999999999999999,0.0
original,isl,100,25,100,30,0.9999999999999999,0.0
original,isl,100,26,100,30,0.9999999999999999,0.0
original,isl,100,27,100,30,0.9999999999999999,0.0
original,isl,100,28,100,30,0.9999999999999999,0.0
original,isl,100,29,100,30,0.9999999999999999,0.0
original,isl,100,30,100,30,0.9999999999999999,0.0
original,isl,100,31,100,30,0.9999999999999999,0.0
original,isl,100,32,100,30,0.9999999999999999,0.0
original,isl,100,33,100,30,0.9999999999999999,0.0
original,isl,100,34,100,30,0.9999999999999999,0.0
original,isl,100,35,100,30,0.9999999999999999,0.0
original,isl,100,36,100,30,0.9999999999999999,0.0
original,isl,100,37,100,30,0.9999999999999999,0.0
original,isl,100,38,100,30,0.9999999999999999,0.0
original,isl,100,39,100,30,0.9999999999999999,0.0
original,isl,100,40,100,30,0.9999999999999999,0.0
original,isl,100,41,100,30,0.9999999999999999,0.0
original,isl,100,42,100,30,0.9999999999999999,0.0
original,isl,100,43,100,30,0.9999999999999999,0.0
original,isl,100,44,100,30,0.9999999999999999,0.0
original,isl,100,45,100,30,0.9999999999999999,0.0
original,isl,100,46,100,30,0.9999999999999999,0.0
original,isl,100,47,100,30,0.9999999999999999,0.0
original,isl,100,48,100,30,0.9999999999999999,0.0
original,isl,100,49,100,30,0.9999999999999999,0.0
original,isl,100,50,100,30,0.9999999999999999,0.0
original,isl,100,51,100,30,0.9999999999999999,0.0
original,isl,100,52,100,30,0.9999999999999999,0.0
original,isl,100,53,100,30,0.9999999999999999,0.0
original,isl,100,54,100,30,0.9999999999999999,0.0
original,isl,100,55,100,30,0.9999999999999999,0.0
original,isl,100,56,100,30,0.9999999999999999,0.0
original,isl,100,57,100,30,0.9999999999999999,0.0
original,isl,100,58,100,30,0.9999999999999999,0.0
original,isl,100,59,100,30,0.9999999999999999,0.0
original,isl,100,60,100,30,0.9999999999999999,0.0
original,isl,100,61,100,30,0.9999999999999999,0.0
original,isl,100,62,100,30,0.9999999999999999,0.0
original,isl,100,63,100,30,0.9999999999999999,0.0
original,isl,100,64,100,30,0.9999999999999999,0.0
original,isl,100,65,100,30,0.9999999999999999,0.0
original,isl,100,66,100,30,0.9999999999999999,0.0
original,isl,100,67,100,30,0.9999999999999999,0.0
original,isl,100,68,100,30,0.9999999999999999,0.0
original,isl,100,69,100,30,0.9999999999999999,0.0
original,isl,100,70,100,30,0.9999999999999999,0.0
original,isl,100,71,100,30,0.9999999999999999,0.0
original,isl,100,72,100,30,0.9999999999999999,0.0
original,isl,100,73,100,30,0.9999999999999999,0.0
original,isl,100,74,100,30,0.9999999999999999,0.0
original,isl,100,75,100,30,0.9999999999999999,0.0
original,isl,100,76,100,30,0.9999999999999999,0.0
original,isl,100,77,100,30,0.9999999999999999,0.0
original,isl,100,78,100,30,0.9999999999999999,0.0
original,isl,100,79,100,30,0.9999999999999999,0.0
original,isl,100,80,100,30,0.9999999999999999,0.0
original,isl,100,81,100,30,0.9999999999999999,0.0
original,isl,100,82,100,30,0.9999999999999999,0.0
original,isl,100,83,100,30,0.9999999999999999,0.0
original,isl,100,84,100,30,0.9999999999999999,0.0
original,isl,100,85,100,30,0.9999999999999999,0.0
original,isl,100,86,100,30,0.9999999999999999,0.0
original,isl,100,87,100,30,0.9999999999999999,0.0
original,isl,100,88,100,30,0.9999999999999999,0.0
original,isl,100,89,100,30,0.9999999999999999,0.0
original,isl,100,90,100,30,0.9999999999999999,0.0
original,isl,100,91,100,30,0.9999999999999999,0.0
original,isl,100,92,100,30,0.9999999999999999,0.0
original,isl,100,93,100,30,0.9999999999999999,0.0
original,isl,100,94,100,30,0.9999999999999999,0.0
original,isl,100,95,100,30,0.9999999999999999,0.0
original,isl,100,96,100,30,0.9999999999999999,0.0
original,isl,100,97,100,30,0.9999999999999999,0.0
original,isl,100,98,100,30,0.9999999999999999,0.0
original,isl,100,99,100,30,0.9999999999999999,0.0
original,isl,100,100,100,30,0.9999999999999999,0.0
original,isl,100,101,100,30,0.9999999999999999,0.0
original,isl,100,102,100,30,0.9999999999999999,0.0
original,isl,100,103,100,30,0.9999999999999999,0.0
original,isl,100,104,100,30,0.9999999999999999,0.0
original,isl,100,105,100,30,0.9999999999999999,0.0
original,isl,100,106,100,30,0.9999999999999999,0.0
original,isl,100,107,100,30,0.9999999999999999,0.0
original,isl,100,108,100,30,0.9999999999999999,0.0
original,isl,100,109,100,30,0.9999999999999999,0.0
original,isl,100,110,100,30,0.9999999999999999,0.0
original,isl,100,111,100,30,0.9999999999999999,0.0
original,isl,100,112,100,30,0.9999999999999999,0.0
original,isl,100,113,100,30,0.9999999999999999,0.0
original,isl,100,114,100,30,0.9999999999999999,0.0
original,isl,100,115,100,30,0.9999999999999999,0.0
original,isl,100,116,100,30,0.9999999999999999,0.0
original,isl,100,117,100,30,0.9999999999999999,0.0
original,isl,100,118,100,30,0.9999999999999999,0.0
original,isl,100,119,100,30,0.9999999999999999,0.0
original,isl,100,120,100,30,0.9999999999999999,0.0
original,isl,100,121,100,30,0.9999999999999999,0.0
original,isl,100,122,100,30,0.9999999999999999,0.0
original,isl,100,123,100,30,0.9999999999999999,0.0
original,isl,100,124,100,30,0.9999999999999999,0.0
original,isl,100,125,100,30,0.9999999999999999,0.0
original,isl,100,126,100,30,0.9999999999999999,0.0
original,isl,100,127,100,30,0.9999999999999999,0.0
original,isl,100,128,100,30,0.9999999999999999,0.0
original,isl,100,129,100,30,0.9999999999999999,0.0
original,isl,100,130,100,30,0.9999999999999999,0.0
original,isl,100,131,100,30,0.9999999999999999,0.0
original,isl,100,132,100,30,0.9999999999999999,0.0
original,isl,100,133,100,30,0.9999999999999999,0.0
original,isl,100,134,100,30,0.9999999999999999,0.0
original,isl,100,135,100,30,0.9999999999999999,0.0
original,isl,100,136,100,30,0.9999999999999999,0.0
original,isl,100,137,100,30,0.9999999999999999,0.0
original,isl,100,138,100,30,0.9999999999999999,0.0
original,isl,100,139,100,30,0.9999999999999999,0.0
original,isl,100,140,100,30,0.9999999999999999,0.0
original,isl,100,141,100,30,0.9999999999999999,0.0
original,isl,100,142,100,30,0.9999999999999999,0.0
original,isl,100,143,100,30,0.9999999999999999,0.0
original,isl,100,144,100,30,0.9999999999999999,0.0
original,isl,100,145,100,30,0.9999999999999999,0.0
original,isl,100,146,100,30,0.9999999999999999,0.0
original,isl,100,147,100,30,0.9999999999999999,0.0
original,isl,100,148,100,30,0.9999999999999999,0.0
original,isl,100,149,100,30,0.9999999999999999,0.0
original,isl,100,150,100,30,0.9999999999999999,0.0
original,isl,100,151,100,30,0.9999999999999999,0.0
original,isl,100,152,100,30,0.9999999999999999,0.0
original,isl,100,153,100,30,0.9999999999999999,0.0
original,isl,100,154,100,30,0.9999999999999999,0.0
original,isl,100,155,100,30,0.9999999999999999,0.0
original,isl,100,156,100,30,0.9999999999999999,0.0
original,isl,100,157,100,30,0.9999999999999999,0.0
original,isl,100,158,100,30,0.9999999999999999,0.0
original,isl,100,159,100,30,0.9999999999999999,0.0
original,isl,100,160,100,30,0.9999999999999999,0.0
original,isl,100,161,100,30,0.9999999999999999,0.0
original,isl,100,162,100,30,0.9999999999999999,0.0
original,isl,100,163,100,30,0.9999999999999999,0.0
original,isl,100,164,100,30,0.9999999999999999,0.0
original,isl,100,165,100,30,0.9999999999999999,0.0
original,isl,100,166,100,30,0.9999999999999999,0.0
original,isl,100,167,100,30,0.9999999999999999,0.0
original,isl,100,168,100,30,0.9999999999999999,0.0
original,isl,100,169,100,30,0.9999999999999999,0.0
original,isl,100,170,100,30,0.9999999999999999,0.0
original,isl,100,171,100,30,0.9999999999999999,0.0
original,isl,100,172,100,30,0.9999999999999999,0.0
original,isl,100,173,100,30,0.9999999999999999,0.0
original,isl,100,174,100,30,0.9999999999999999,0.0
original,isl,100,175,100,30,0.9999999999999999,0.0
original,isl,100,176,100,30,0.9999999999999999,0.0
original,isl,100,177,100,30,0.9999999999999999,0.0
original,isl,100,178,100,30,0.9999999999999999,0.0
original,isl,100,179,100,30,0.9999999999999999,0.0
original,isl,100,180,100,30,0.9999999999999999,0.0
original,isl,100,181,100,30,0.9999999999999999,0.0
original,isl,100,182,100,30,0.9999999999999999,0.0
original,isl,100,183,100,30,0.9999999999999999,0.0
original,isl,100,184,100,30,0.9999999999999999,0.0
original,isl,100,185,100,30,0.9999999999999999,0.0
original,isl,100,186,100,30,0.9999999999999999,0.0
original,isl,100,187,100,30,0.9999999999999999,0.0
original,isl,100,188,100,30,0.9999999999999999,0.0
original,isl,100,189,100,30,0.9999999999999999,0.0
original,isl,100,190,100,30,0.9999999999999999,0.0
original,isl,100,191,100,30,0.9999999999999999,0.0
original,isl,100,192,100,30,0.9999999999999999,0.0
original,isl,100,193,100,30,0.9999999999999999,0.0
original,isl,100,194,100,30,0.9999999999999999,0.0
original,isl,100,195,100,30,0.9999999999999999,0.0
original,isl,100,196,100,30,0.9999999999999999,0.0
original,isl,100,197,100,30,0.9999999999999999,0.0
original,isl,100,198,100,30,0.9999999999999999,0.0
original,isl,100,199,100,30,0.9999999999999999,0.0
original,nob,10,0,100,30,0.9787719890358346,8.117847484464262e-21
original,nob,10,1,100,30,0.9846176376579876,9.258918237920224e-23
original,nob,10,2,100,30,0.9667946541016295,3.959882435890542e-18
original,nob,10,3,100,30,0.9628755770764245,1.842968117483106e-17
original,nob,10,4,100,30,0.9629160594725005,1.815484549672931e-17
original,nob,10,5,100,30,0.9571108988402915,1.3417699703005253e-16
original,nob,10,6,100,30,0.9757259277238544,5.207157499621193e-20
original,nob,10,7,100,30,0.9814266597845193,1.2712387363732132e-21
original,nob,10,8,100,30,0.9793565418189212,5.510861048344733e-21
original,nob,10,9,100,30,0.977329571457104,2.019804457514719e-20
original,nob,10,10,100,30,0.9670058764887791,3.6261625556050994e-18
original,nob,10,11,100,30,0.9663146932042254,4.8267385844495255e-18
original,nob,10,12,100,30,0.9712617848563116,5.384432048049054e-19
original,nob,10,13,100,30,0.9593877143423466,6.340684496811528e-17
original,nob,10,14,100,30,0.968234142494833,2.1481574757481638e-18
original,nob,10,15,100,30,0.941966780292094,8.42337457178242e-15
original,nob,10,16,100,30,0.9803643490403912,2.75155680902886e-21
original,nob,10,17,100,30,0.9378535578966399,2.141454035615897e-14
original,nob,10,18,100,30,0.9821906967852977,7.093380080680952e-22
original,nob,10,19,100,30,0.960036598301317,5.0809732961030576e-17
original,nob,10,20,100,30,0.9644696978152749,1.006780771579007e-17
original,nob,10,21,100,30,0.9813546376622325,1.3414274152149909e-21
original,nob,10,22,100,30,0.9471925997690002,2.3219505417902513e-15
original,nob,10,23,100,30,0.9835124679309464,2.4293183861650363e-22
original,nob,10,24,100,30,0.9461809305427109,3.009559574794525e-15
original,nob,10,25,100,30,0.9691643410982554,1.4251098071032511e-18
original,nob,10,26,100,30,0.9816841296662302,1.0472170266723479e-21
original,nob,10,27,100,30,0.9527479046068801,5.069762221564994e-16
original,nob,10,28,100,30,0.9570278310571888,1.3779060365053433e-16
original,nob,10,29,100,30,0.9646298444784469,9.460117046755715e-18
original,nob,10,30,100,30,0.93020672672589,1.0363844327706263e-13
original,nob,10,31,100,30,0.9515339174762367,7.177215623988644e-16
original,nob,10,32,100,30,0.9582482381077327,9.275165728299123e-17
original,nob,10,33,100,30,0.9769701951347123,2.5117720566778266e-20
original,nob,10,34,100,30,0.965758555165375,6.049622476913094e-18
original,nob,10,35,100,30,0.9785387448579254,9.446303908141194e-21
original,nob,10,36,100,30,0.9560834518022666,1.857187587639757e-16
original,nob,10,37,100,30,0.9714839597295658,4.836650901018782e-19
original,nob,10,38,100,30,0.9843927501161175,1.1329493780128854e-22
original,nob,10,39,100,30,0.961313404327865,3.2504479650459695e-17
original,nob,10,40,100,30,0.9505184801918298,9.534395601694752e-16
original,nob,10,41,100,30,0.9628999677065686,1.826363500351634e-17
original,nob,10,42,100,30,0.97525175201009,6.807116680685349e-20
original,nob,10,43,100,30,0.9568057415576819,1.4789912445929394e-16
original,nob,10,44,100,30,0.9795094109730136,4.97088587072033e-21
original,nob,10,45,100,30,0.9522758671818619,5.809716630716682e-16
original,nob,10,46,100,30,0.9631404310162704,1.669916602184485e-17
original,nob,10,47,100,30,0.98305549515808,3.55219418628282e-22
original,nob,10,48,100,30,0.9761596491689705,4.0563528604807276e-20
original,nob,10,49,100,30,0.942745258959135,7.006121529760212e-15
original,nob,10,50,100,30,0.9337312887542688,5.12888857310899e-14
original,nob,10,51,100,30,0.961388888592639,3.1642484912192217e-17
original,nob,10,52,100,30,0.9661774442913115,5.105161584370479e-18
original,nob,10,53,100,30,0.9644319535038324,1.0216201489945992e-17
original,nob,10,54,100,30,0.9774308110923113,1.89830442585189e-20
original,nob,10,55,100,30,0.9797130814894206,4.327511830296389e-21
original,nob,10,56,100,30,0.9904923425872809,1.1398055831650331e-25
original,nob,10,57,100,30,0.968419597646953,1.9813477969142866e-18
original,nob,10,58,100,30,0.9868482861473475,1.0468995737773265e-23
original,nob,10,59,100,30,0.9729113437746838,2.377538660009673e-19
original,nob,10,60,100,30,0.94726871121824,2.2766100670940866e-15
original,nob,10,61,100,30,0.9324542320839464,6.646776980395324e-14
original,nob,10,62,100,30,0.9716696119481911,4.419023883808021e-19
original,nob,10,63,100,30,0.9800852080046588,3.34705729613417e-21
original,nob,10,64,100,30,0.9752399136593042,6.852347792291503e-20
original,nob,10,65,100,30,0.9688114300908808,1.6676189142840547e-18
original,nob,10,66,100,30,0.9705675127448798,7.489060448702598e-19
original,nob,10,67,100,30,0.9549931436226793,2.600353790020615e-16
original,nob,10,68,100,30,0.9664523884318951,4.561602187651749e-18
original,nob,10,69,100,30,0.9596227848145783,5.854256788902319e-17
original,nob,10,70,100,30,0.9695727759000964,1.1854045242523916e-18
original,nob,10,71,100,30,0.9668649940035069,3.845714132635467e-18
original,nob,10,72,100,30,0.9620631143012284,2.4829541200950937e-17
original,nob,10,73,100,30,0.98421781060961,1.32287409015549e-22
original,nob,10,74,100,30,0.969166488245902,1.4237399721420839e-18
original,nob,10,75,100,30,0.9701901804327042,8.93045050880699e-19
original,nob,10,76,100,30,0.970713822646468,6.990657221021446e-19
original,nob,10,77,100,30,0.977157590702458,2.2428597660815305e-20
original,nob,10,78,100,30,0.9825654142641477,5.279029716876442e-22
original,nob,10,79,100,30,0.95313084799367,4.534634044311695e-16
original,nob,10,80,100,30,0.9778256368673041,1.4863097889220384e-20
original,nob,10,81,100,30,0.9495531224756759,1.2421387112261594e-15
original,nob,10,82,100,30,0.9693570728172524,1.306896904183083e-18
original,nob,10,83,100,30,0.9601325325124391,4.9157637657852165e-17
original,nob,10,84,100,30,0.9746125016514836,9.689835395721729e-20
original,nob,10,85,100,30,0.9653962963183556,6.99433049721664e-18
original,nob,10,86,100,30,0.9401300310171611,1.2881632958732975e-14
original,nob,10,87,100,30,0.9744319401052216,1.0688712561628291e-19
original,nob,10,88,100,30,0.9625691102753418,2.0638732275041505e-17
original,nob,10,89,100,30,0.9454438694582872,3.624238384037543e-15
original,nob,10,90,100,30,0.9756998273197464,5.285246756791234e-20
original,nob,10,91,100,30,0.9696374125359178,1.1510904061283957e-18
original,nob,10,92,100,30,0.9348869980789455,4.0381983272360005e-14
original,nob,10,93,100,30,0.9777275644789072,1.5800839274464747e-20
original,nob,10,94,100,30,0.9597724531443292,5.562805219401944e-17
original,nob,10,95,100,30,0.9580273735140613,9.972581023624017e-17
original,nob,10,96,100,30,0.960521204336452,4.296024335003665e-17
original,nob,10,97,100,30,0.9665902827602847,4.309658757964057e-18
original,nob,10,98,100,30,0.9615523767967601,2.9847605338503087e-17
original,nob,10,99,100,30,0.9684726273623182,1.9359052668406892e-18
original,nob,10,100,100,30,0.9759597864889287,4.5536853735436296e-20
original,nob,10,101,100,30,0.9757003721789358,5.283605569230669e-20
original,nob,10,102,100,30,0.9776028225167309,1.707286322058226e-20
original,nob,10,103,100,30,0.9808216004926903,1.9839577863858608e-21
original,nob,10,104,100,30,0.9723154265760406,3.2125030893099356e-19
original,nob,10,105,100,30,0.9599741178299961,5.191320437209718e-17
original,nob,10,106,100,30,0.952529900080082,5.399928367927024e-16
original,nob,10,107,100,30,0.9595116609643196,6.0797266654557e-17
original,nob,10,108,100,30,0.96228237617091,2.292520720015992e-17
original,nob,10,109,100,30,0.9691395361838235,1.4410236150377893e-18
original,nob,10,110,100,30,0.9659688016080139,5.557032501387168e-18
original,nob,10,111,100,30,0.9641264093772384,1.149421270238367e-17
original,nob,10,112,100,30,0.9672357005334751,3.2927728582290955e-18
original,nob,10,113,100,30,0.9750123583667953,7.777800454023177e-20
original,nob,10,114,100,30,0.9503107484879103,1.0097307193572423e-15
original,nob,10,115,100,30,0.987202832211361,7.156253484136991e-24
original,nob,10,116,100,30,0.9558828814734178,1.9770700210246152e-16
original,nob,10,117,100,30,0.9752874301296381,6.672468736461221e-20
original,nob,10,118,100,30,0.9677690306847015,2.625440016177075e-18
original,nob,10,119,100,30,0.9616144935456594,2.9190723683275284e-17
original,nob,10,120,100,30,0.9667756651021894,3.9912371933348816e-18
original,nob,10,121,100,30,0.9656913835429314,6.215331601637804e-18
original,nob,10,122,100,30,0.9669560242092103,3.7024889764171335e-18
original,nob,10,123,100,30,0.9662503873360425,4.955389470365987e-18
original,nob,10,124,100,30,0.9639974790343349,1.2076663419857222e-17
original,nob,10,125,100,30,0.9375498646960018,2.288366733627769e-14
original,nob,10,126,100,30,0.957128202172782,1.334353976457361e-16
original,nob,10,127,100,30,0.9580891436038889,9.772795862319991e-17
original,nob,10,128,100,30,0.9666774505859284,4.157113336719123e-18
original,nob,10,129,100,30,0.9675441766496391,2.8898200468152332e-18
original,nob,10,130,100,30,0.978829330600288,7.818931554211862e-21
original,nob,10,131,100,30,0.9571256743288425,1.3354350069957357e-16
original,nob,10,132,100,30,0.9518591455664873,6.544760972062546e-16
original,nob,10,133,100,30,0.9589571022080365,7.33008448965655e-17
original,nob,10,134,100,30,0.976266008281058,3.8127027429905205e-20
original,nob,10,135,100,30,0.9366887506504051,2.757129817935309e-14
original,nob,10,136,100,30,0.9700634800941242,9.46940309969396e-19
original,nob,10,137,100,30,0.9861481421996037,2.1548086353610608e-23
original,nob,10,138,100,30,0.942567043336312,7.309573305462045e-15
original,nob,10,139,100,30,0.9619236675227683,2.6115786526243016e-17
original,nob,10,140,100,30,0.9840275373085426,1.562710387449047e-22
original,nob,10,141,100,30,0.9645392150895128,9.799709172467405e-18
original,nob,10,142,100,30,0.9804343477904253,2.618489775141907e-21
original,nob,10,143,100,30,0.9691299028596616,1.447248226651882e-18
original,nob,10,144,100,30,0.952723170838178,5.106258557618934e-16
original,nob,10,145,100,30,0.9745802746745489,9.861517781668862e-20
original,nob,10,146,100,30,0.9598620211072602,5.3948752707012204e-17
original,nob,10,147,100,30,0.9765203507003298,3.283988229286027e-20
original,nob,10,148,100,30,0.9549689670133091,2.61958606514667e-16
