model,language,tokenizer_fertility,english_fertility_tokens_per_character
Qwen2.5-1.5B-Instruct,ita,0.3917287089159252,0.3110715194706032
Qwen2.5-1.5B-Instruct,jpn,0.7281824738550307,0.3110715194706032
Qwen2.5-1.5B-Instruct,mar,1.1631330432367373,0.3110715194706032
Qwen2.5-1.5B-Instruct,nld,0.3935232439454393,0.3110715194706032
Qwen2.5-1.5B-Instruct,nob,0.4230479915751466,0.3110715194706032
Qwen2.5-1.5B-Instruct,rus,0.4443868901864758,0.3110715194706032
Qwen2.5-1.5B-Instruct,ukr,0.6400336810590822,0.3110715194706032
Qwen2.5-1.5B-Instruct,uncorrected_isl,0.5361037713187605,0.3110715194706032
Qwen2.5-1.5B-Instruct,zho,0.9554681552905354,0.3110715194706032
Qwen2.5-14B-Instruct,ara,0.5197614136796923,0.3110715194706032
Qwen2.5-14B-Instruct,dan,0.4249875807252856,0.3110715194706032
Qwen2.5-14B-Instruct,deu,0.3681071698784993,0.3110715194706032
Qwen2.5-14B-Instruct,eng,0.3110715194706032,0.3110715194706032
Qwen2.5-14B-Instruct,eng_metric,0.3102768795472918,0.3110715194706032
Qwen2.5-14B-Instruct,est,0.4884087994475683,0.3110715194706032
Qwen2.5-14B-Instruct,fra,0.372296302903269,0.3110715194706032
Qwen2.5-14B-Instruct,hin,1.1958312405826217,0.3110715194706032
Qwen2.5-14B-Instruct,isl,0.5361037713187605,0.3110715194706032
Qwen2.5-14B-Instruct,ita,0.3917287089159252,0.3110715194706032
Qwen2.5-14B-Instruct,jpn,0.7281824738550307,0.3110715194706032
Qwen2.5-14B-Instruct,mar,1.1631330432367373,0.3110715194706032
Qwen2.5-14B-Instruct,nld,0.3935232439454393,0.3110715194706032
Qwen2.5-14B-Instruct,nob,0.4230479915751466,0.3110715194706032
Qwen2.5-14B-Instruct,rus,0.4443868901864758,0.3110715194706032
Qwen2.5-14B-Instruct,ukr,0.6400336810590822,0.3110715194706032
Qwen2.5-14B-Instruct,uncorrected_isl,0.5361037713187605,0.3110715194706032
Qwen2.5-14B-Instruct,zho,0.9554681552905354,0.3110715194706032
Qwen2.5-32B-Instruct,ara,0.5197614136796923,0.3110715194706032
Qwen2.5-32B-Instruct,dan,0.4249875807252856,0.3110715194706032
Qwen2.5-32B-Instruct,deu,0.3681071698784993,0.3110715194706032
Qwen2.5-32B-Instruct,eng,0.3110715194706032,0.3110715194706032
Qwen2.5-32B-Instruct,eng_metric,0.3102768795472918,0.3110715194706032
Qwen2.5-32B-Instruct,est,0.4884087994475683,0.3110715194706032
Qwen2.5-32B-Instruct,fra,0.372296302903269,0.3110715194706032
Qwen2.5-32B-Instruct,hin,1.1958312405826217,0.3110715194706032
Qwen2.5-32B-Instruct,isl,0.5361037713187605,0.3110715194706032
Qwen2.5-32B-Instruct,ita,0.3917287089159252,0.3110715194706032
Qwen2.5-32B-Instruct,jpn,0.7281824738550307,0.3110715194706032
Qwen2.5-32B-Instruct,mar,1.1631330432367373,0.3110715194706032
Qwen2.5-32B-Instruct,nld,0.3935232439454393,0.3110715194706032
Qwen2.5-32B-Instruct,nob,0.4230479915751466,0.3110715194706032
Qwen2.5-32B-Instruct,rus,0.4443868901864758,0.3110715194706032
Qwen2.5-32B-Instruct,ukr,0.6400336810590822,0.3110715194706032
Qwen2.5-32B-Instruct,uncorrected_isl,0.5361037713187605,0.3110715194706032
Qwen2.5-32B-Instruct,zho,0.9554681552905354,0.3110715194706032
Qwen2.5-3B-Instruct,ara,0.5197614136796923,0.3110715194706032
Qwen2.5-3B-Instruct,dan,0.4249875807252856,0.3110715194706032
