language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.3,0.24065000000000003,0.037434986163942245,-5.934999999999996,1,100,2000
eng,English,0.48,0.419865,0.04039489632149601,-6.0135,1,100,2000
rus,Russian,0.37,0.29769999999999996,0.0397869513879912,-7.230000000000003,1,100,2000
deu,German,0.4,0.333995,0.03889146754911753,-6.600500000000004,1,100,2000
dan,Danish,0.44,0.350625,0.03675914841908403,-8.937499999999998,1,100,2000
nob,Norwegian Bokmal,0.42,0.337805,0.04033913233820107,-8.219499999999996,1,100,2000
isl,Icelandic,0.03,0.019690000000000003,0.013160185988337087,-1.0309999999999997,1,100,2000
