language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.64,0.59015,0.040753010980196,-4.9850000000000065,1,100,2000
eng,English,0.59,0.618515,0.043546445566322985,2.851500000000007,1,100,2000
eng_metric,English metric,0.64,0.62368,0.04225458939763327,-1.6320000000000001,1,100,2000
rus,Russian,0.72,0.61874,0.038067531683630904,-10.126000000000001,1,100,2000
deu,German,0.74,0.6590250000000001,0.03653445987529019,-8.097499999999991,1,100,2000
dan,Danish,0.65,0.62321,0.0390673652748014,-2.678999999999998,1,100,2000
nob,Norwegian Bokmal,0.62,0.646635,0.03948805424700117,2.6634999999999964,1,100,2000
isl,Icelandic,0.1,0.08134000000000002,0.02494023672108691,-1.8659999999999983,1,100,2000
