language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.0,0.00392,0.005987614363240292,0.392,1,100,2000
eng,English,0.02,0.007104999999999999,0.00834888177622948,-1.2895,1,100,2000
rus,Russian,0.0,0.0,0.005,0.0,1,100,2000
deu,German,0.01,0.004215,0.006245260333910761,-0.5785,1,100,2000
dan,Danish,0.0,0.0023099999999999996,0.005,0.23099999999999996,1,100,2000
nob,Norwegian Bokmal,0.0,0.00472,0.006696567927752656,0.47200000000000003,1,100,2000
isl,Icelandic,0.0,0.003995,0.006017314936042467,0.3995,1,100,2000
