language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.13,0.130055,0.02990475082760314,0.005499999999999949,1,100,2000
eng,English,0.11,0.09363,0.025211920205732645,-1.6369999999999996,1,100,2000
rus,Russian,0.05,0.043640000000000005,0.019675974486311802,-0.6359999999999998,1,100,2000
deu,German,0.25,0.162955,0.030225399292336745,-8.704500000000001,1,100,2000
dan,Danish,0.07,0.021835,0.01384480459620697,-4.8165000000000004,1,100,2000
nob,Norwegian Bokmal,0.04,0.034695000000000004,0.016957321438693895,-0.5304999999999997,1,100,2000
isl,Icelandic,0.0,0.001375,0.005,0.13749999999999998,1,100,2000
