language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
eng,English,0.925,0.8431175000000001,0.027906797351527277,-8.188249999999996,1,100,2000
deu,German,0.8245614035087719,0.6575526315789473,0.03863253608824353,-16.700877192982468,1,57,2000
dan,Danish,0.8325,0.7010375,0.024104363794279313,-13.146250000000004,1,100,2000
nob,Norwegian Bokmal,0.8041237113402062,0.7093298969072164,0.028500626769261368,-9.479381443298983,1,97,2000
isl,Icelandic,0.8181818181818182,0.6574659090909091,0.03179882981531746,-16.071590909090915,1,88,2000
