language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.87,0.794335,0.030786875301748666,-7.566499999999998,1,100,2000
eng,English,0.96,0.925145,0.019064645429503153,-3.485499999999997,1,100,2000
rus,Russian,0.75,0.704535,0.03325713146675007,-4.546499999999998,1,100,2000
deu,German,0.82,0.7195550000000001,0.030901932621113848,-10.044499999999989,1,100,2000
dan,Danish,0.68,0.630235,0.036107432037243564,-4.976500000000006,1,100,2000
nob,Norwegian Bokmal,0.68,0.628975,0.03496871144881086,-5.10250000000001,1,100,2000
isl,Icelandic,0.21,0.20792000000000002,0.02960932211277369,-0.20799999999999708,1,100,2000
