language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.9,0.8951650000000001,0.017120728216619006,-0.48349999999999227,1,100,2000
eng,English,0.94,0.9534949999999999,0.012927433398286505,1.3494999999999924,1,100,2000
rus,Russian,0.91,0.8843799999999999,0.018766771055456623,-2.5620000000000087,1,100,2000
deu,German,0.9,0.87828,0.017369296077363414,-2.1720000000000073,1,100,2000
dan,Danish,0.91,0.906105,0.015092808599982913,-0.3894999999999982,1,100,2000
nob,Norwegian Bokmal,0.94,0.9090750000000001,0.014886409156972497,-3.092499999999987,1,100,2000
isl,Icelandic,0.87,0.7860550000000001,0.027328746864841814,-8.394499999999994,1,100,2000
