language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.0,0.0038100000000000005,0.0059667160859576025,0.38100000000000006,1,100,2000
eng,English,0.02,0.00683,0.00809220871709081,-1.3170000000000002,1,100,2000
rus,Russian,0.0,0.0,0.005,0.0,1,100,2000
deu,German,0.01,0.0039700000000000004,0.006201477982270217,-0.603,1,100,2000
dan,Danish,0.0,0.0024050000000000005,0.005,0.24050000000000005,1,100,2000
nob,Norwegian Bokmal,0.0,0.004815000000000001,0.006684917281427629,0.4815000000000001,1,100,2000
isl,Icelandic,0.0,0.003975,0.006096553040816568,0.3975,1,100,2000
