language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.3,0.241885,0.038118542556652424,-5.8115,1,100,2000
eng,English,0.48,0.418335,0.04060790903430105,-6.166499999999997,1,100,2000
rus,Russian,0.37,0.297735,0.040105161600391244,-7.226499999999997,1,100,2000
deu,German,0.4,0.33469,0.03839454349885205,-6.531000000000003,1,100,2000
dan,Danish,0.44,0.35024,0.03811126650109071,-8.976,1,100,2000
nob,Norwegian Bokmal,0.42,0.33840499999999996,0.04029414081342281,-8.159500000000003,1,100,2000
isl,Icelandic,0.03,0.019410000000000004,0.012697736658874647,-1.0589999999999995,1,100,2000
