language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.88,0.850675,0.0222540332523792,-2.9325000000000045,1,100,2000
eng,English,0.91,0.899155,0.017380650692918692,-1.0844999999999994,1,100,2000
rus,Russian,0.81,0.765885,0.029596532776259264,-4.411500000000002,1,100,2000
deu,German,0.82,0.793195,0.02451208673691611,-2.6804999999999968,1,100,2000
dan,Danish,0.78,0.779645,0.02642864377159379,-0.03549999999999942,1,100,2000
nob,Norwegian Bokmal,0.76,0.80247,0.02668998459420347,4.247000000000001,1,100,2000
isl,Icelandic,0.43,0.40071,0.03435965938563053,-2.9289999999999985,1,100,2000
