language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.1,0.09098500000000001,0.024671524416998013,-0.9014999999999995,1,100,2000
eng,English,0.44,0.38228500000000004,0.03445899717407808,-5.771499999999996,1,100,2000
eng_metric,English metric,0.39,0.39333000000000007,0.034747874861690495,0.3330000000000055,1,100,2000
rus,Russian,0.08,0.037025,0.017747023790672996,-4.2975,1,100,2000
deu,German,0.04,0.05811500000000001,0.021161774153947287,1.8115000000000006,1,100,2000
dan,Danish,0.04,0.0184,0.012970123825778534,-2.16,1,100,2000
nob,Norwegian Bokmal,0.03,0.024180000000000004,0.01489760280329162,-0.5819999999999995,1,100,2000
isl,Icelandic,0.01,0.00351,0.005804890039801538,-0.649,1,100,2000
