language,language_label,original_accuracy,synthetic_sampled_mean,synthetic_sampled_std,synthetic_minus_original_pp,paired_models,source_templates,sampled_sets
zho,Chinese,0.87,0.7935599999999999,0.03176367210246189,-7.644000000000006,1,100,2000
eng,English,0.96,0.9249649999999999,0.01864329802584938,-3.503500000000004,1,100,2000
rus,Russian,0.75,0.703875,0.03358568704354718,-4.612499999999997,1,100,2000
deu,German,0.82,0.7188249999999999,0.030984663943632664,-10.117500000000001,1,100,2000
dan,Danish,0.68,0.62894,0.03572274425668631,-5.106,1,100,2000
nob,Norwegian Bokmal,0.68,0.62703,0.03519941191695752,-5.297000000000008,1,100,2000
isl,Icelandic,0.21,0.207875,0.0292534144353794,-0.2124999999999988,1,100,2000
